UniqueMeasurementID,SampleUniqueID,Date,"DataCollectorName
",Country,StudySiteName,MeanAmbientTemperatureDuringIncubation (°C),MeanAmbientHumidityDuringIncubation (%),ZiplocBagSize,ScaleModel,SampleType,FruitSpeciesName,CommonName,RipenessStage,FruitExteriorCondition,LocationDescription,Handling Classification,NumberFruitsinBag,MeasuredFruitWeight (g for fruit; mL for standards),TotalFruitWeight (g for fruit; mL for standards),HeadspaceInjected (mL),WaterDilutionAmount (mL),IncubationStart,IncubationEnd,IncubationTime (h),BreathalyzerMeasurement,MeasurementRepetition,AmountWholeFruitsFallenOnGround,Comments,PercentEtOHCalculatedfromBreathalyzer
938,521,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-09-16 14:00,2020-09-16 15:04,1:04,0.229,First,,,0.9160%
939,522,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-09-16 14:00,2020-09-16 15:06,1:06,0.475,First,,,2.0400%
940,523,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,intact,ground,other,2,19.57,19.57,60,,2020-09-16 14:00,2020-09-16 15:08,1:08,0.274,First,Few,,1.1216%
941,524,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,ripe,intact,ground,other,2,17.32,17.32,60,,2020-09-16 14:00,2020-09-16 15:10,1:10,0.07,First,Few,,0.1895%
942,525,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,ripe,intact,ground,other,2,10.4,10.4,60,,2020-09-16 14:00,2020-09-16 15:12,1:12,0.111,First,Few,,0.3768%
946,529,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guettarda macrosperma,Madroño negro,ripe,several small punctures,ground,rejected,4,11.57,11.57,60,,2020-09-16 14:00,2020-09-16 15:20,1:20,0,First,Many,,0.0000%
948,531,September 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 28.9,100,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,intact,ground,other,1,36.8,36.8,60,,2020-09-16 14:00,2020-09-16 15:24,1:24,0,First,Few,,0.0000%
958,519,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-09-17 16:00,2020-09-17 17:00,1:00,0.049,Second,,,0.1248%
959,520,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-09-17 16:00,2020-09-17 17:02,1:02,0.074,Second,,,0.4108%
960,521,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-09-17 16:00,2020-09-17 17:04,1:04,0.135,Second,,,1.1087%
961,522,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-09-17 16:00,2020-09-17 17:06,1:06,0.209,Second,,,1.9554%
962,523,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,intact,ground,other,2,19.59,19.59,60,,2020-09-17 16:00,2020-09-17 17:08,1:08,0.154,Second,Few,,1.3261%
963,524,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,ripe,intact,ground,other,2,17.32,17.32,60,,2020-09-17 16:00,2020-09-17 17:10,1:10,0.031,Second,Few,,0.0001%
964,525,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,ripe,intact,ground,other,2,10.39,10.39,60,,2020-09-17 16:00,2020-09-17 17:12,1:12,0.05,Second,Few,,0.1363%
968,529,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guettarda macrosperma,Madroño negro,ripe,several small punctures,ground,rejected,4,11.69,11.69,60,,2020-09-17 16:00,2020-09-17 17:20,1:20,0,Second,Many,,0.0000%
970,531,September 17 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.2 ,98.7,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,intact,ground,other,1,36.89,36.89,60,,2020-09-17 16:00,2020-09-17 17:24,1:24,0,Second,Few,,0.0000%
980,541,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-10-1 10:00,2020-10-1 11:00,1:00,0.054,First,,,0.0928%
981,542,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-10-1 10:00,2020-10-1 11:02,1:02,0.155,First,,,0.4543%
982,543,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-10-1 10:00,2020-10-1 11:04,1:04,0.334,First,,,1.0951%
983,544,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-10-1 10:00,2020-10-1 11:06,1:06,0.575,First,,,1.9577%
987,548,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8 ,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,2,19.85,19.85,60,,2020-10-1 10:00,2020-10-1 11:14,1:14,0.058,First,Few,,0.1071%
990,551,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8 ,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guettarda macrosperma,Madroño negro,midripe,several small punctures,ground,rejected,3,7.04,7.04,60,,2020-10-1 10:00,2020-10-1 11:20,1:20,0,First,Many,,0.0000%
992,553,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8 ,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,ripe,several small punctures,ground,rejected,3,10.3,10.3,60,,2020-10-1 10:00,2020-10-1 11:24,1:24,0.012,First,Many,,0.0001%
994,555,October 1 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.8 ,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,intact,plant,other,1,35.91,35.91,60,,2020-10-1 10:00,2020-10-1 11:28,1:28,0,First,Few,,0.0000%
1006,541,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-10-2 7:13,2020-10-2 8:13,1:00,0.036,Second,,,0.0600%
1007,542,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-10-2 7:13,2020-10-2 8:15,1:02,0.101,Second,,,0.4659%
1008,543,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-10-2 7:13,2020-10-2 8:17,1:04,0.213,Second,,,1.1654%
1009,544,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-10-2 7:13,2020-10-2 8:19,1:06,0.332,Second,,,1.9085%
1013,548,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,2,19.95,19.95,60,,2020-10-2 7:13,2020-10-2 8:27,1:14,0.056,Second,Few,,0.1849%
1016,551,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Guettarda macrosperma,Madroño negro,midripe,several small punctures,ground,rejected,3,7.21,7.21,60,,2020-10-2 7:13,2020-10-2 8:33,1:20,0,Second,Many,,0.0000%
1018,553,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,ripe,several small punctures,ground,rejected,3,9.97,9.97,60,,2020-10-2 7:13,2020-10-2 8:37,1:24,0.036,Second,Many,,0.0600%
1020,555,October 2 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.7,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,intact,plant,other,1,35.9,35.9,60,,2020-10-2 7:13,2020-10-2 8:41,1:28,0.03,Second,Few,,0.0226%
1032,567,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-10-15 13:30,2020-10-15 14:30,1:00,0.037,First,,,0.0195%
1033,568,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-10-15 13:30,2020-10-15 14:32,1:02,0.109,First,,,0.5267%
1034,569,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-10-15 13:30,2020-10-15 14:34,1:04,0.198,First,,,1.1536%
1035,570,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-10-15 13:30,2020-10-15 14:36,1:06,0.304,First,,,1.9002%
1038,573,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,intact,ground,other,5,5.05,5.05,60,,2020-10-15 13:30,2020-10-15 14:42,1:12,0,First,Many,,0.0000%
1039,574,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",midripe,several small punctures,ground,rejected,3,3.88,3.88,60,,2020-10-15 13:30,2020-10-15 14:44,1:14,0,First,Many,,0.0000%
1040,575,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Karwinskia calderonii,Huilihuiste,unripe,intact,ground,other,6,4.11,4.11,60,,2020-10-15 13:30,2020-10-15 14:46,1:16,0,First,Many,,0.0000%
1041,576,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Karwinskia calderonii,Huilihuiste,ripe,several small punctures,ground,rejected,6,4.6,4.6,60,,2020-10-15 13:30,2020-10-15 14:48,1:18,0,First,Many,,0.0000%
1042,577,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,2,8.67,8.67,60,,2020-10-15 13:30,2020-10-15 14:50,1:20,0,First,Few,,0.0000%
1043,578,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,unripe,several small punctures,ground,rejected,1,6.42,6.42,60,,2020-10-15 13:30,2020-10-15 14:52,1:22,0,First,Few,,0.0000%
1044,579,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,one large pucture,ground,rejected,14,14.04,14.04,60,,2020-10-15 13:30,2020-10-15 14:54,1:24,0,First,Many,,0.0000%
1045,580,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,ripe,intact,plant,other,1,3.61,3.61,60,,2020-10-15 13:30,2020-10-15 14:56,1:26,0,First,Few,,0.0000%
1046,581,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,midripe,intact,ground,other,2,5.4,5.4,60,,2020-10-15 13:30,2020-10-15 14:58,1:28,0,First,Few,,0.0000%
1047,582,October 15 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.6,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,several small punctures,ground,rejected,1,40.49,40.49,60,,2020-10-15 13:30,2020-10-15 15:00,1:30,0,First,Few,,0.0000%
1060,567,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-10-16 9:00,2020-10-16 10:00,1:00,0.046,Second,,,0.0811%
1061,568,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-10-16 9:00,2020-10-16 10:02,1:02,0.128,Second,,,0.4568%
1062,569,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-10-16 9:00,2020-10-16 10:04,1:04,0.273,Second,,,1.1210%
1063,570,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-10-16 9:00,2020-10-16 10:06,1:06,0.452,Second,,,1.9411%
1066,573,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bursera simaruba,Indio desnudo,unripe,intact,ground,other,5,4.13,4.13,60,,2020-10-16 9:00,2020-10-16 10:12,1:12,0,Second,Many,,0.0000%
1067,574,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",midripe,several small punctures,ground,rejected,3,3.6,3.6,60,,2020-10-16 9:00,2020-10-16 10:14,1:14,0,Second,Many,,0.0000%
1068,575,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Karwinskia calderonii,Huilihuiste,unripe,intact,ground,other,6,4.01,4.01,60,,2020-10-16 9:00,2020-10-16 10:16,1:16,0,Second,Many,,0.0000%
1069,576,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Karwinskia calderonii,Huilihuiste,ripe,several small punctures,ground,rejected,6,4.17,4.17,60,,2020-10-16 9:00,2020-10-16 10:18,1:18,0,Second,Many,,0.0000%
1070,577,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,ripe,several small punctures,ground,rejected,2,8.74,8.74,60,,2020-10-16 9:00,2020-10-16 10:20,1:20,0,Second,Few,,0.0000%
1071,578,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Spondias mombin,Jocote jobo,unripe,several small punctures,ground,rejected,1,6.56,6.56,60,,2020-10-16 9:00,2020-10-16 10:22,1:22,0,Second,Few,,0.0000%
1072,579,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,midripe,one large pucture,ground,rejected,14,13.69,13.69,60,,2020-10-16 9:00,2020-10-16 10:24,1:24,0,Second,Many,,0.0000%
1073,580,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,ripe,intact,plant,other,1,2.72,2.72,60,,2020-10-16 9:00,2020-10-16 10:26,1:26,0,Second,Few,,0.0000%
1074,581,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,midripe,intact,ground,other,2,5.44,5.44,60,,2020-10-16 9:00,2020-10-16 10:28,1:28,0.017,Second,Few,,0.0001%
1075,582,October 16 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 27.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Tabernaemontana odontadeniiflora,Huevos de burro,ripe,several small punctures,ground,rejected,1,40.51,40.51,60,,2020-10-16 9:00,2020-10-16 10:30,1:30,0,Second,Few,,0.0000%
1088,583,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-10-28 10:50,2020-10-28 11:50,1:00,0.03,First,,,0.0232%
1089,584,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-10-28 10:50,2020-10-28 11:52,1:02,0.103,First,,,0.5026%
1090,585,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-10-28 10:50,2020-10-28 11:54,1:04,0.211,First,,,1.2120%
1091,586,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-10-28 10:50,2020-10-28 11:56,1:06,0.31,First,,,1.8623%
1095,590,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Malvaviscus arboreus,Amapola,ripe,several small punctures,plant,rejected,2,4.62,4.62,60,,2020-10-28 10:50,2020-10-28 12:04,1:14,0,First,Few,,0.0000%
1096,591,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Ficus cotinifolia,"Higuerón, fig",ripe,several small punctures,ground,rejected,7,6.33,6.33,60,,2020-10-28 10:50,2020-10-28 12:06,1:16,0,First,Many,,0.0000%
1097,592,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Maclura tinctoria,Mora,midripe,intact,ground,other,2,6.3,6.3,60,,2020-10-28 10:50,2020-10-28 12:08,1:18,0,First,Few,,0.0000%
1098,593,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Bonellia nervosa,Siempre viva,overripe,several small punctures,plant,rejected,1,5.57,5.57,60,,2020-10-28 10:50,2020-10-28 12:10,1:20,0,First,Few,,0.0000%
1101,596,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Psidium guajava,Guayabo,unripe,intact,plant,other,1,39.42,39.42,60,,2020-10-28 10:50,2020-10-28 12:16,1:26,0,First,Few,,0.0000%
1102,597,October 28 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.5,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Alibertia edulis,Trompillo,unripe,intact,plant,other,1,15.75,15.75,60,,2020-10-28 10:50,2020-10-28 12:18,1:28,0,First,Few,,0.0000%
1114,583,October 29 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-10-29 11:00,2020-10-29 12:00,1:00,0.032,Second,,,0.0925%
1115,584,October 29 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.5,standard,,,,,,,5,5,60,,2020-10-29 11:00,2020-10-29 12:02,1:02,0.086,Second,,,0.4853%
1116,585,October 29 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",1,standard,,,,,,,5,5,60,,2020-10-29 11:00,2020-10-29 12:04,1:04,0.162,Second,,,1.0382%
1117,586,October 29 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",2,standard,,,,,,,5,5,60,,2020-10-29 11:00,2020-10-29 12:06,1:06,0.292,Second,,,1.9839%
1127,596,October 29 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Psidium guajava,Guayabo,unripe,intact,plant,other,1,38.73,38.73,60,,2020-10-29 11:00,2020-10-29 12:26,1:26,0,Second,Few,,0.0000%
1128,597,October 29 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 29,9,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",Fruit,Alibertia edulis,Trompillo,unripe,intact,plant,other,1,15.25,15.25,60,,2020-10-29 11:00,2020-10-29 12:28,1:28,0,Second,Few,,0.0000%
1140,598,November 11 2020,Suheidy Romero Morales,Costa Rica,Santa Rosa,Max 26.6,26.6,Sandwich (16.5 x 14.9 cm),"Digital  Pocket Scale (up to 500g, sensitivity 0.01g)",0.1,standard,,,,,,,5,5,60,,2020-11-11 11:30,2020-11-11 12:30,1:00,0.031,First,,,0.0740%
